PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
30362,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30363,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30364,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30365,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30366,Cartoons,affection,background-song-with-lyrics,animation,Telugu
30367,Kids Comedy,happy,background-song-with-lyrics,self-shot,Telugu
30368,Onesided Romance,happy,background-song-with-lyrics,special-effects,Telugu
30369,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30370,Kids Comedy,happy,self-spoken-monologues,self-shot,Telugu
30371,Family Comedy,happy,lip-syncing,self-shot,Telugu
30372,Cartoons,neutral,background-song-with-lyrics,animation,Telugu
30373,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30374,Patriotism,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
30375,Animals,neutral,background-song-with-lyrics,self-shot,Telugu
30376,Fails,happy,background-song-with-lyrics,collab,Telugu
30377,Family Comedy,happy,lip-syncing,self-shot,Telugu
30378,Fashion,happy,background-song-with-lyrics,self-shot,Telugu
30379,Family Comedy,happy,self-spoken-dialogues,special-effects,Telugu
30380,Music,happy,self-sung-song,self-shot,Telugu
30381,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30382,Fails,happy,self-spoken-monologues,reaction videos,Telugu
30383,Celeb,neutral,background-song-with-lyrics,slideshow,Telugu
30384,Nature,neutral,self-spoken-monologues,self-shot,Telugu
30385,Festival,happy,lip-syncing,self-shot,Telugu
30386,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30387,Celeb,happy,self-spoken-dialogues,self-shot,Telugu
30388,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30389,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30390,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30391,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30392,Pranks,happy,self-spoken-dialogues,self-shot,Telugu
30393,Music,happy,lip-syncing,special-effects,Telugu
30394,Patriotism,confidence,background-song-with-lyrics,self-shot,Telugu
30395,Festival,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
30396,Couple Romance,happy,lip-syncing,self-shot,Telugu
30397,Festival,happy,background-song-with-lyrics,special-effects,Telugu
30398,Pranks,happy,self-spoken-dialogues,special-effects,Telugu
30399,Friends Comedy,happy,lip-syncing,special-effects,Telugu
30400,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30401,Celeb,confidence,self-spoken-monologues,movie/tv-show,Telugu
30402,Patriotism,affection,lip-syncing,self-shot,Telugu
30403,Heartbreak Romance,sad,lip-syncing,videos-with-text,Telugu
30404,Onesided Romance,happy,background-song-with-lyrics,special-effects,Telugu
30405,Nature,neutral,background-song-with-lyrics,special-effects,Telugu
30406,Photography,neutral,background-song-with-lyrics,videos-text-special-effects,Telugu
30407,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
30408,Music,neutral,self-sung-song,self-shot,Telugu
30409,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
30410,Friends Comedy,happy,lip-syncing,self-shot,Telugu
30411,Patriotism,affection,background-song-with-lyrics,slideshow,Telugu
30412,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30413,Celeb,neutral,background-song-with-lyrics,movie/tv-show,Telugu
30414,Couple Romance,affection,lip-syncing,special-effects,Telugu
30415,Fails,happy,self-spoken-monologues,special-effects,Telugu
30416,Animals,neutral,background-song-with-lyrics,self-shot,Telugu
30417,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30418,Couple Romance,happy,lip-syncing,self-shot,Telugu
30419,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
30420,Couple Comedy,happy,self-spoken-dialogues,self-shot,Telugu
30421,Patriotism,affection,lip-syncing,self-shot,Telugu
30422,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30423,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30424,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Telugu
30425,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30426,Couple Romance,happy,background-song-with-lyrics,special-effects,Telugu
30427,Animals,neutral,background-song-with-lyrics,self-shot,Telugu
30428,Philanthropy,kindness,self-spoken-dialogues,self-shot,Telugu
30429,Couple Romance,affection,lip-syncing,self-shot,Telugu
30430,Fashion,happy,self-spoken-dialogues,self-shot,Telugu
30431,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30432,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30433,Celeb,happy,self-spoken-dialogues,self-shot,Telugu
30434,Family Comedy,happy,self-spoken-dialogues,special-effects,Telugu
30435,Philanthropy,neutral,background-song-with-lyrics,reaction videos,Telugu
30436,Devotion,affection,lip-syncing,self-shot,Telugu
30437,Travel,neutral,self-spoken-monologues,self-shot,Telugu
30438,Fashion,happy,background-song-with-lyrics,special-effects,Telugu
30439,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30440,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30441,Photography,neutral,background-song-with-lyrics,special-effects,Telugu
30442,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30443,Couple Romance,happy,lip-syncing,self-shot,Telugu
30444,Pets,neutral,instrumental,self-shot,Telugu
30445,Fashion,neutral,background-song-with-lyrics,self-shot,Telugu
30446,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
30447,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30448,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30449,Family Comedy,happy,lip-syncing,self-shot,Telugu
30450,Couple Romance,happy,lip-syncing,self-shot,Telugu
30451,Sports,neutral,background-song-with-lyrics,self-shot,Telugu
30452,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30453,Festival,neutral,background-song-with-lyrics,self-shot,Telugu
30454,Celeb,happy,lip-syncing,self-shot,Telugu
30455,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
30456,Festival,neutral,background-song-with-lyrics,self-shot,Telugu
30457,Couple Romance,happy,lip-syncing,self-shot,Telugu
30458,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30459,Devotion,affection,lip-syncing,self-shot,Telugu
30460,Fashion,neutral,background-song-with-lyrics,special-effects,Telugu
30461,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30462,Patriotism,affection,background-song-with-lyrics,videos-with-text,Telugu
30463,Arts,happy,background-song-with-lyrics,videos-with-text,Telugu
30464,Fitness,neutral,self-spoken-monologues,self-shot,Telugu
30465,Couple Romance,happy,lip-syncing,self-shot,Telugu
30466,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30467,Fitness,confidence,self-spoken-monologues,self-shot,Telugu
30468,Fashion,neutral,background-song-with-lyrics,self-shot,Telugu
30469,Onesided Romance,happy,lip-syncing,special-effects,Telugu
30470,Dance,happy,background-song-with-lyrics,self-shot,Telugu
30471,News,happy,self-spoken-dialogues,movie/tv-show,Telugu
30472,Photography,neutral,background-song-with-lyrics,self-shot,Telugu
30473,Dance,happy,lip-syncing,self-shot,Telugu
30474,Patriotism,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
30475,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30476,Friends Comedy,happy,lip-syncing,self-shot,Telugu
30477,Couple Romance,happy,lip-syncing,self-shot,Telugu
30478,Pranks,happy,background-song-with-lyrics,self-shot,Telugu
30479,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
30480,Stunts,fear,background-song-with-lyrics,self-shot,Telugu
30481,Couple Romance,happy,lip-syncing,self-shot,Telugu
30482,Fitness,neutral,self-spoken-monologues,self-shot,Telugu
30483,News,neutral,self-spoken-monologues,movie/tv-show,Telugu
30484,Music,happy,self-sung-song,self-shot,Telugu
30485,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30486,Fitness,confidence,background-song-with-lyrics,videos-with-text,Telugu
30487,Friends Comedy,happy,lip-syncing,special-effects,Telugu
30488,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30489,Celeb,happy,background-song-with-lyrics,self-shot,Telugu
30490,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30491,Couple Romance,happy,background-song-with-lyrics,videos-text-special-effects,Telugu
30492,Devotion,affection,background-song-with-lyrics,self-shot,Telugu
30493,Family Comedy,happy,self-spoken-dialogues,self-shot,Telugu
30494,Dance,happy,lip-syncing,self-shot,Telugu
30495,Pranks,happy,instrumental,videos-with-text,Telugu
30496,Travel,neutral,background-song-with-lyrics,self-shot,Telugu
30497,Sports,neutral,background-song-with-lyrics,movie/tv-show,Telugu
30498,Photography,neutral,background-song-with-lyrics,special-effects,Telugu
30499,Photography,neutral,background-song-with-lyrics,special-effects,Telugu
30500,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30501,Nature,neutral,background-song-with-lyrics,self-shot,Telugu
30502,Travel,neutral,self-spoken-monologues,videos-with-text,Telugu
30503,Fails,happy,background-song-with-lyrics,self-shot,Telugu
30504,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30505,Festival,affection,background-song-with-lyrics,self-shot,Telugu
30506,Sports,happy,background-song-with-lyrics,videos-with-text,Telugu
30507,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30508,Fashion,neutral,background-song-with-lyrics,self-shot,Telugu
30509,Family Comedy,happy,lip-syncing,self-shot,Telugu
30510,Photography,neutral,background-song-with-lyrics,self-shot,Telugu
30511,Celeb,neutral,background-song-with-lyrics,self-shot,Telugu
30512,Fashion,neutral,instrumental,videos-with-text,Telugu
30513,News,happy,background-song-with-lyrics,videos-text-special-effects,Telugu
30514,Fashion,neutral,background-song-with-lyrics,self-shot,Telugu
30515,Nature,happy,background-song-with-lyrics,self-shot,Telugu
30516,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30517,Dance,happy,lip-syncing,self-shot,Telugu
30518,Travel,neutral,self-spoken-dialogues,self-shot,Telugu
30519,Pranks,happy,background-song-with-lyrics,self-shot,Telugu
30520,Dance,happy,lip-syncing,self-shot,Telugu
30521,Fails,happy,self-spoken-dialogues,special-effects,Telugu
30522,Fashion,neutral,background-song-with-lyrics,self-shot,Telugu
30523,Cartoons,happy,background-song-with-lyrics,movie/tv-show,Telugu
30524,Travel,neutral,background-song-with-lyrics,self-shot,Telugu
30525,Devotion,affection,background-song-with-lyrics,self-shot,Telugu
30526,Fails,happy,background-song-with-lyrics,self-shot,Telugu
30527,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30528,Fashion,happy,background-song-with-lyrics,self-shot,Telugu
30529,Automobiles & Gadgets,neutral,self-spoken-monologues,self-shot,Telugu
30530,Couple Romance,happy,lip-syncing,special-effects,Telugu
30531,Photography,neutral,background-song-with-lyrics,special-effects,Telugu
30532,Celeb,anger,self-spoken-dialogues,movie/tv-show,Telugu
30533,News,neutral,background-song-with-lyrics,self-shot,Telugu
30534,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30535,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30536,Couple Romance,surprise,background-song-with-lyrics,special-effects,Telugu
30537,Music,neutral,self-sung-song,self-shot,Telugu
30538,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30539,Fitness,neutral,self-spoken-monologues,self-shot,Telugu
30540,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30541,Dance,happy,background-song-with-lyrics,self-shot,Telugu
30542,Couple Romance,neutral,background-song-with-lyrics,self-shot,Telugu
30543,Pets,affection,lip-syncing,self-shot,Telugu
30544,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30545,Stunts,neutral,background-song-with-lyrics,self-shot,Telugu
30546,Travel,neutral,background-song-with-lyrics,self-shot,Telugu
30547,Onesided Romance,embarrassment,background-song-with-lyrics,self-shot,Telugu
30548,News,happy,background-song-with-lyrics,special-effects,Telugu
30549,Music,happy,instrumental,videos-text-special-effects,Telugu
30550,Fitness,confidence,self-spoken-monologues,self-shot,Telugu
30551,Couple Romance,affection,lip-syncing,special-effects,Telugu
30552,Couple Romance,affection,lip-syncing,self-shot,Telugu
30553,Heartbreak Romance,sad,self-spoken-monologues,movie/tv-show,Telugu
30554,Couple Romance,happy,lip-syncing,self-shot,Telugu
30555,Couple Comedy,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
30556,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30557,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30558,Devotion,affection,background-song-with-lyrics,self-shot,Telugu
30559,Onesided Romance,happy,lip-syncing,special-effects,Telugu
30560,Patriotism,confidence,background-song-with-lyrics,special-effects,Telugu
30561,Dance,happy,background-song-with-lyrics,self-shot,Telugu
30562,Couple Romance,affection,lip-syncing,special-effects,Telugu
30563,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30564,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30565,Philanthropy,kindness,background-song-with-lyrics,self-shot,Telugu
30566,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30567,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30568,Automobiles & Gadgets,happy,background-song-with-lyrics,special-effects,Telugu
30569,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30570,Family Comedy,happy,lip-syncing,self-shot,Telugu
30571,Onesided Romance,happy,background-song-with-lyrics,self-shot,Telugu
30572,Philanthropy,kindness,background-song-with-lyrics,videos-text-special-effects,Telugu
30573,Stunts,neutral,background-song-with-lyrics,self-shot,Telugu
30574,Family Comedy,happy,self-spoken-dialogues,videos-with-text,Telugu
30575,Couple Romance,anger,background-song-with-lyrics,animation,Telugu
30576,Dance,happy,background-song-with-lyrics,self-shot,Telugu
30577,Onesided Romance,happy,background-song-with-lyrics,self-shot,Telugu
30578,Dance,happy,lip-syncing,self-shot,Telugu
30579,Couple Romance,happy,background-song-with-lyrics,special-effects,Telugu
30580,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30581,Couple Romance,happy,lip-syncing,special-effects,Telugu
30582,News,confidence,background-song-with-lyrics,slideshow,Telugu
30583,Friends Comedy,happy,self-spoken-dialogues,special-effects,Telugu
30584,Couple Romance,sad,background-song-with-lyrics,self-shot,Telugu
30585,Couple Romance,happy,self-spoken-monologues,special-effects,Telugu
30586,Friends Comedy,happy,self-spoken-dialogues,special-effects,Telugu
30587,Couple Romance,happy,lip-syncing,self-shot,Telugu
30588,Patriotism,affection,background-song-with-lyrics,self-shot,Telugu
30589,Patriotism,affection,self-spoken-monologues,self-shot,Telugu
30590,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30591,Cartoons,affection,background-song-with-lyrics,animation,Telugu
30592,Nature,neutral,self-spoken-dialogues,self-shot,Telugu
30593,Celeb,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
30594,Pranks,happy,instrumental,videos-with-text,Telugu
30595,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30596,Stunts,confidence,background-song-with-lyrics,special-effects,Telugu
30597,Astrology,neutral,background-song-with-lyrics,slideshow,Telugu
30598,Devotion,affection,background-song-with-lyrics,special-effects,Telugu
30599,Onesided Romance,happy,background-song-with-lyrics,special-effects,Telugu
30600,Couple Romance,happy,background-song-with-lyrics,special-effects,Telugu
30601,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30602,Pets,neutral,instrumental,self-shot,Telugu
30603,Photography,affection,background-song-with-lyrics,special-effects,Telugu
30604,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30605,Philanthropy,neutral,self-spoken-dialogues,videos-with-text,Telugu
30606,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30607,Photography,neutral,background-song-with-lyrics,special-effects,Telugu
30608,Philanthropy,neutral,background-song-with-lyrics,self-shot,Telugu
30609,Magic,surprise,background-song-with-lyrics,videos-with-text,Telugu
30610,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30611,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30612,Music,sad,self-sung-song,self-shot,Telugu
30613,News,neutral,background-song-with-lyrics,videos-with-text,Telugu
30614,Festival,happy,self-spoken-monologues,self-shot,Telugu
30615,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Telugu
30616,Animals,neutral,background-song-with-lyrics,self-shot,Telugu
30617,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30618,Travel,neutral,background-song-with-lyrics,special-effects,Telugu
30619,Dance,neutral,background-song-with-lyrics,self-shot,Telugu
30620,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30621,Onesided Romance,happy,lip-syncing,collab,Telugu
30622,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Telugu
30623,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30624,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30625,Philanthropy,neutral,background-song-with-lyrics,reaction videos,Telugu
30626,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30627,Sports,neutral,background-song-with-lyrics,movie/tv-show,Telugu
30628,Comedians,happy,self-spoken-monologues,movie/tv-show,Telugu
30629,News,happy,background-song-with-lyrics,image,Telugu
30630,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30631,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30632,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30633,Sports,neutral,background-song-with-lyrics,self-shot,Telugu
30634,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30635,Couple Comedy,happy,self-spoken-dialogues,self-shot,Telugu
30636,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30637,Sports,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
30638,Kids Comedy,happy,lip-syncing,special-effects,Telugu
30639,Celeb,happy,self-sung-song,self-shot,Telugu
30640,Couple Romance,happy,lip-syncing,self-shot,Telugu
30641,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
30642,Patriotism,affection,background-song-with-lyrics,self-shot,Telugu
30643,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Telugu
30644,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
30645,Devotion,affection,background-song-with-lyrics,special-effects,Telugu
30646,Dance,happy,background-song-with-lyrics,special-effects,Telugu
30647,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30648,Couple Romance,happy,lip-syncing,self-shot,Telugu
30649,Fashion,neutral,self-spoken-monologues,self-shot,Telugu
30650,Magic,surprise,self-spoken-dialogues,videos-with-text,Telugu
30651,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Telugu
30652,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30653,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30654,Patriotism,confidence,background-song-with-lyrics,self-shot,Telugu
30655,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30656,Onesided Romance,happy,background-song-with-lyrics,self-shot,Telugu
30657,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30658,Couple Romance,sad,background-song-with-lyrics,special-effects,Telugu
30659,Travel,neutral,background-song-with-lyrics,self-shot,Telugu
30660,Devotion,affection,lip-syncing,self-shot,Telugu
30661,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30662,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30663,Kids Comedy,happy,self-spoken-dialogues,special-effects,Telugu
30664,Memes,happy,background-song-with-lyrics,movie/tv-show,Telugu
30665,Arts,happy,background-song-with-lyrics,self-shot,Telugu
30666,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30667,Travel,neutral,background-song-with-lyrics,self-shot,Telugu
30668,Couple Romance,happy,lip-syncing,self-shot,Telugu
30669,Pranks,happy,background-song-with-lyrics,special-effects,Telugu
30670,Fashion,happy,instrumental,self-shot,Telugu
30671,Automobiles & Gadgets,neutral,self-spoken-monologues,self-shot,Telugu
30672,Stunts,neutral,background-song-with-lyrics,special-effects,Telugu
30673,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30674,Fitness,confidence,background-song-with-lyrics,special-effects,Telugu
30675,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30676,Photography,neutral,background-song-with-lyrics,self-shot,Telugu
30677,Fails,happy,lip-syncing,reaction videos,Telugu
30678,Family Comedy,happy,lip-syncing,videos-with-text,Telugu
30679,Onesided Romance,happy,background-song-with-lyrics,self-shot,Telugu
30680,Celeb,affection,self-spoken-monologues,movie/tv-show,Telugu
30681,Celeb,neutral,self-spoken-monologues,movie/tv-show,Telugu
30682,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30683,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Telugu
30684,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30685,Onesided Romance,happy,background-song-with-lyrics,self-shot,Telugu
30686,Couple Comedy,happy,self-spoken-dialogues,special-effects,Telugu
30687,Couple Romance,confidence,background-song-with-lyrics,animation,Telugu
30688,Magic,surprise,background-song-with-lyrics,videos-text-special-effects,Telugu
30689,Arts,neutral,background-song-with-lyrics,special-effects,Telugu
30690,Magic,surprise,background-song-with-lyrics,self-shot,Telugu
30691,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30692,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30693,Friends Comedy,happy,self-spoken-monologues,special-effects,Telugu
30694,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30695,Couple Romance,happy,lip-syncing,self-shot,Telugu
30696,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
30697,Friends Comedy,happy,self-spoken-monologues,special-effects,Telugu
30698,Photography,neutral,background-song-with-lyrics,self-shot,Telugu
30699,Couple Comedy,happy,self-spoken-dialogues,self-shot,Telugu
30700,Travel,neutral,self-spoken-monologues,self-shot,Telugu
30701,Couple Comedy,happy,background-song-with-lyrics,videos-with-text,Telugu
30702,Music,affection,self-sung-song,special-effects,Telugu
30703,Heartbreak Romance,sad,lip-syncing,collab,Telugu
30704,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30705,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30706,Fitness,neutral,self-spoken-monologues,videos-with-text,Telugu
30707,News,happy,self-spoken-dialogues,self-shot,Telugu
30708,Couple Romance,happy,lip-syncing,self-shot,Telugu
30709,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30710,Fitness,happy,background-song-with-lyrics,self-shot,Telugu
30711,Pranks,happy,background-song-with-lyrics,special-effects,Telugu
30712,Devotion,affection,self-spoken-monologues,special-effects,Telugu
30713,Fashion,neutral,background-song-with-lyrics,self-shot,Telugu
30714,Fitness,neutral,self-spoken-monologues,self-shot,Telugu
30715,Celeb,happy,background-song-with-lyrics,movie/tv-show,Telugu
30716,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30717,Devotion,affection,background-song-with-lyrics,self-shot,Telugu
30718,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30719,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
30720,Kids Comedy,happy,background-song-with-lyrics,self-shot,Telugu
30721,Magic,surprise,self-spoken-monologues,self-shot,Telugu
30722,Couple Romance,affection,lip-syncing,reaction videos,Telugu
30723,Travel,neutral,self-spoken-monologues,self-shot,Telugu
30724,Patriotism,affection,lip-syncing,self-shot,Telugu
30725,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Telugu
30726,Pets,neutral,background-song-with-lyrics,reaction videos,Telugu
30727,Couple Romance,affection,lip-syncing,self-shot,Telugu
30728,Travel,neutral,background-song-with-lyrics,self-shot,Telugu
30729,Couple Comedy,happy,self-spoken-dialogues,special-effects,Telugu
30730,Couple Romance,happy,lip-syncing,self-shot,Telugu
30731,Philanthropy,neutral,background-song-with-lyrics,reaction videos,Telugu
30732,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30733,Couple Romance,neutral,background-song-with-lyrics,animation,Telugu
30734,Friends Comedy,happy,lip-syncing,self-shot,Telugu
30735,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30736,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30737,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30738,Travel,neutral,self-spoken-dialogues,self-shot,Telugu
30739,Celeb,happy,background-song-with-lyrics,self-shot,Telugu
30740,Devotion,affection,self-spoken-monologues,self-shot,Telugu
30741,Nature,neutral,self-spoken-dialogues,self-shot,Telugu
30742,Family Comedy,happy,self-spoken-dialogues,self-shot,Telugu
30743,Cartoons,sad,background-song-with-lyrics,animation,Telugu
30744,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30745,Festival,neutral,lip-syncing,self-shot,Telugu
30746,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30747,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
30748,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30749,Couple Romance,affection,background-song-with-lyrics,animation,Telugu
30750,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30751,Couple Romance,happy,lip-syncing,self-shot,Telugu
30752,Sports,happy,background-song-with-lyrics,self-shot,Telugu
30753,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30754,Devotion,affection,background-song-with-lyrics,special-effects,Telugu
30755,Photography,neutral,background-song-with-lyrics,special-effects,Telugu
30756,Kids Comedy,happy,lip-syncing,special-effects,Telugu
30757,Memes,happy,lip-syncing,special-effects,Telugu
30758,Nature,neutral,background-song-with-lyrics,self-shot,Telugu
30759,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
30760,Patriotism,affection,background-song-with-lyrics,self-shot,Telugu
30761,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30762,Cartoons,neutral,background-song-with-lyrics,animation,Telugu
30763,Patriotism,affection,background-song-with-lyrics,self-shot,Telugu
30764,Food,happy,background-song-with-lyrics,self-shot,Telugu
30765,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30766,Fitness,neutral,self-spoken-monologues,special-effects,Telugu
30767,Couple Romance,fear,background-song-with-lyrics,self-shot,Telugu
30768,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30769,Onesided Romance,happy,lip-syncing,collab,Telugu
30770,Couple Comedy,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
30771,Pranks,happy,self-spoken-dialogues,reaction videos,Telugu
30772,Onesided Romance,happy,background-song-with-lyrics,special-effects,Telugu
30773,Stunts,confidence,self-spoken-monologues,self-shot,Telugu
30774,Arts,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
30775,Dance,happy,lip-syncing,self-shot,Telugu
30776,Sports,neutral,background-song-with-lyrics,movie/tv-show,Telugu
30777,Celeb,happy,background-song-with-lyrics,self-shot,Telugu
30778,Fashion,happy,instrumental,special-effects,Telugu
30779,Nature,neutral,background-song-with-lyrics,self-shot,Telugu
30780,Devotion,neutral,background-song-with-lyrics,self-shot,Telugu
30781,Couple Romance,affection,lip-syncing,self-shot,Telugu
30782,Fitness,neutral,background-song-with-lyrics,videos-with-text,Telugu
30783,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
30784,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30785,Travel,neutral,self-spoken-monologues,self-shot,Telugu
30786,Food,neutral,background-song-with-lyrics,self-shot,Telugu
30787,Dance,happy,lip-syncing,self-shot,Telugu
30788,Fitness,confidence,background-song-with-lyrics,self-shot,Telugu
30789,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30790,Photography,neutral,instrumental,special-effects,Telugu
